ss,sex,age,list,ACC_VerbalAnalogy,RT_VerbalAnalogy,VerbalAnalogy_OverallACC,VerbalAnalogy_OverallRT,Far_High_ACC,Far_High_RT,Far_Low_ACC,Far_Low_RT,Near_High_ACC,Near_High_RT,Near_Low_ACC,Near_Low_RT,BPIndex,BP_Trial1,BP_Intrusions,VisACC,VisRT_total,VisRT_correct,Vis_1rc_inhib_ACC,Vis_1rc_non_ACC,Vis_2rc_inhib_ACC,Vis_2rc_non_ACC,Vis_1rc_inhib_RT_total,Vis_1rc_non_RT_total,Vis_2rc_inhib_RT_total,Vis_2rc_non_RT_total,Vis_1rc_inhib_RT_correct,Vis_1rc_non_RT_correct,Vis_2rc_inhib_RT_correct,Vis_2rc_non_RT_correct,Vis_invalid_1rc_ACC,Vis_invalid_2rc_ACC,Vis_invalid_1rc_RT_correct,Vis_invalid_2rc_RT_correct,Vis_invalid_1rc_RT_total,Vis_invalid_2rc_RT_total,Vis_1rc_dp,Vis_2rc_dp,Vis_1rc_inhib_dp,Vis_1rc_non_dp,Vis_2rc_inhib_dp,Vis_2rc_non_dp,Vis_1rc_hit,Vis_2rc_hit,Vis_1rc_inhib_hit,Vis_1rc_non_hit,Vis_2rc_inhib_hit,Vis_2rc_non_hit,Vis_1rc_FA,Vis_2rc_FA,AQ,AttenSwitch,Comm,DetailAttn,Imagination,SocialSkills,WM,OSpan,RSpan,NumberSeries,RAPM,GenKnow,TextComp,ShipleyVocab
7125,1,19,red1,0.95,3053,0.95,3373,0.93,3273,0.93,3276,0.93,3252.54,1,2411.27,0.3,0.85,0,0.9375,2508.888889,2479.822222,1,0.958333333,0.958333333,0.958333333,1804.958333,1777.25,3205.5,3038.041667,1804.958333,1744.086957,3185.434783,2958.565217,0.916666667,0.833333333,2001.590909,3299.8,1968.25,3259.333333,3.419828259,2.699085962,3.419828259,3.114658523,2.699085962,2.699085962,0.979166667,0.958333333,1,0.958333333,0.958333333,0.958333333,0.083333333,0.166666667,13,2,1,6,2,2,0.55,0.866666667,0.24,0.93,0.111111111,0.375,0.333333333,0.75
7141,2,21,red2,0.78,8406,0.78,8909,0.67,8654,0.87,7257,0.8,11294.25,0.8,6418.73,-0.11,0.55,0,0.666666667,3894.729167,3934.020833,0.541666667,0.75,0.666666667,0.875,3646.166667,2944.916667,4051.75,4161.416667,3678.076923,2963.055556,4188.75,4199,0.708333333,0.458333333,3736.588235,5254.090909,3754.5,4809.625,0.922617693,0.636960588,0.653155738,1.223012033,0.326093844,1.045715925,0.645833333,0.770833333,0.541666667,0.75,0.666666667,0.875,0.291666667,0.541666667,16,6,2,4,3,1,0.47,0.573333333,0.373333333,0.27,0.222222222,0.375,0.333333333,0.575
7172,1,20,blue1,0.92,5104,0.92,5104,0.8,6008,1,5171,0.87,4380,1,4857,0.5,0.7,1,0.916666667,3307.805556,3327.227273,0.958333333,1,0.958333333,0.958333333,2452.583333,2524.291667,4422.458333,3882.583333,2453.347826,2524.291667,4422.608696,3962.304348,0.791666667,0.833333333,2594.421053,4001.85,2578.375,3986.541667,2.849051933,2.699085962,2.543882198,2.849051933,2.699085962,2.699085962,0.979166667,0.958333333,0.958333333,1,0.958333333,0.958333333,0.208333333,0.166666667,20,5,3,2,5,5,0.84,0.92,0.76,1,0.777777778,0.666666667,0.666666667,0.825
7215,1,20,blue1,0.83,2239,0.83,2239,0.53,2679,1,2207,0.93,2007,0.87,2063,0.470588235,0.85,4,0.881944444,2938.666667,2897.15748,0.875,1,0.708333333,1,2297.041667,2088.416667,3942.041667,3417.625,2345.571429,2088.416667,4421.705882,3417.625,0.958333333,0.75,2418.521739,3096.777778,2432.5,3454.375,3.26578494,1.728962202,2.882013776,3.768498528,1.223012033,2.711323882,0.9375,0.854166667,0.875,1,0.708333333,1,0.041666667,0.25,19,8,5,4,0,2,0.35,0.373333333,0.333333333,0.87,0.555555556,0.583333333,0.6,0.725
7244,1,21,green2,0.87,3929,0.87,3929,0.67,3510,0.87,4500,0.93,4061,1,3645,0.5,0.6,5,0.902777778,3105.597222,3101.246154,1,0.958333333,0.916666667,0.958333333,2284.791667,1857.833333,4281.958333,3986.458333,2284.791667,1884.956522,4251.272727,4057.608696,0.708333333,0.875,2207.882353,3837.428571,2212,4010.541667,2.585356414,2.684469925,2.585356414,2.280186679,2.533343507,2.882013776,0.979166667,0.9375,1,0.958333333,0.916666667,0.958333333,0.291666667,0.125,17,5,1,5,2,4,0.79,0.746666667,0.826666667,0.8,0.611111111,0.5,0.2,0.7
7245,1,21,green1,0.97,3675,0.97,3675,0.93,3386,0.93,4565,1,3903,1,2845,0.076923077,0.65,1,0.958333333,3690.173611,3641.231884,1,1,1,0.875,2858.75,2920.25,4691.416667,4434.041667,2858.75,2920.25,4691.416667,4549.285714,0.916666667,0.958333333,2628.045455,4254.26087,2934.75,4301.833333,3.693985465,3.26578494,3.419828259,3.419828259,3.768498528,2.882013776,1,0.9375,1,1,1,0.875,0.083333333,0.041666667,24,5,5,10,1,3,0.96,0.973333333,0.946666667,0.67,0.722222222,0.75,0.733333333,0.825
7279,2,19,blue2,0.88,4707,0.88,4799,0.73,5589,0.93,4804,0.93,3817.15,0.93,4617.93,0.11,0.95,1,0.840277778,3807.006944,3669.008264,0.958333333,0.916666667,0.75,1,3012.25,2903.208333,5330.5,4504.25,3056.347826,2862.090909,5258.277778,4504.25,0.708333333,0.708333333,2713.058824,3636.176471,2985.125,4106.708333,2.082642827,1.698871663,2.280186679,1.93151641,1.223012033,2.585356414,0.9375,0.875,0.958333333,0.916666667,0.75,1,0.291666667,0.291666667,11,3,1,7,0,0,0.86,0.733333333,0.986666667,0.33,0.333333333,0.458333333,0.266666667,0.65
7420,1,26,blue1,0.92,7225,0.92,7225,0.87,8369,0.93,7196,0.93,6422,0.93,6912,0.222222222,0.45,1,0.868055556,4012.215278,3902.928,0.875,0.958333333,0.875,0.958333333,3459.75,3141.625,4740.833333,4698.583333,3355.571429,3089.869565,4772.714286,4688.173913,0.875,0.666666667,3337.238095,4262.1875,3438.375,4594.125,2.533343507,1.813721426,2.300698761,2.882013776,1.58107668,2.162391695,0.916666667,0.916666667,0.875,0.958333333,0.875,0.958333333,0.125,0.333333333,8,3,1,1,2,1,0.7,0.706666667,0.693333333,0.4,0.5,0.5,0.6,0.8
7467,1,19,green1,0.95,3472,0.95,3546,0.8,3781.08,1,3797.13,1,3430,1,2879,0.41,0.75,1,0.756944444,3796.8125,3745.027523,0.708333333,0.916666667,0.708333333,0.916666667,3116,3121.291667,4339.333333,4274.958333,2820.058824,3002.045455,4313.764706,4334.863636,0.708333333,0.583333333,3574.647059,4625.142857,3367,4562.291667,1.435668842,1.097574953,1.097044565,1.93151641,0.758950677,1.593422521,0.8125,0.8125,0.708333333,0.916666667,0.708333333,0.916666667,0.291666667,0.416666667,12,2,1,7,1,1,0.91,0.96,0.866666667,0.87,0.388888889,0.416666667,0.866666667,0.8
7494,2,19,yellow2,0.97,2334,0.97,2380,0.93,2685.86,1,2245,1,2528,0.93,1878,0.69,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,10,7,3,3,10,0.78,0.773333333,0.786666667,NA,0.611111111,NA,NA,NA
7566,2,18,yellow1,0.72,4609,0.72,4609,0.4,4066.5,0.87,5948.77,0.93,3827,0.67,4595,0.18,0.55,2,0.840277778,4746.194444,4463.884298,0.958333333,0.875,0.916666667,0.958333333,3745.333333,3202.333333,5942.916667,5311.708333,3551.478261,2893.047619,5840.909091,5292.782609,0.75,0.583333333,3909.666667,5506,4636.75,5638.125,2.057483877,1.744548939,2.406154146,1.824839131,1.593422521,1.94209279,0.916666667,0.9375,0.958333333,0.875,0.916666667,0.958333333,0.25,0.416666667,18,6,2,4,4,2,0.83,0.853333333,0.813333333,0.47,0.222222222,0.5,0.266666667,0.55
7585,1,29,green1,0.95,5157,0.95,5157,1,5686,0.87,4914,0.93,5186,1,4843,-0.076923077,0.65,1,0.9375,4723.472222,4665.548148,0.958333333,0.958333333,0.958333333,1,3242.208333,2894.25,6868.041667,6255.208333,3214.782609,2796.130435,6854.521739,6255.208333,0.875,0.875,3228.285714,5525,3315.458333,5765.666667,2.882013776,3.187183512,2.882013776,2.882013776,2.882013776,3.187183512,0.958333333,0.979166667,0.958333333,0.958333333,0.958333333,1,0.125,0.125,25,5,2,6,6,6,0.9,0.92,0.88,0.73,0.611111111,0.625,0.666666667,0.8
7591,2,22,blue1,0.85,4032,0.85,4199,0.6,3815,0.87,4416,0.93,3903.64,1,3992.64,0.59,0.6,0,0.777777778,4486.701389,4334.741071,0.791666667,0.916666667,0.708333333,0.958333333,3459.833333,3186.25,5674.541667,5248.291667,3075.473684,2965.272727,5689.941176,5253.130435,0.666666667,0.625,4227.9375,5108.2,3969.291667,5382,1.485199751,1.28606093,1.242945101,1.813721426,0.867161647,2.05030376,0.854166667,0.833333333,0.791666667,0.916666667,0.708333333,0.958333333,0.333333333,0.375,17,5,2,5,1,4,0.57,0.48,0.666666667,0.47,0.555555556,0.458333333,0.533333333,0.675
7623,1,23,yellow1,0.87,7942,0.87,7942,0.67,9245,0.93,8644,1,7017,0.87,6864,0.315789474,0.95,1,0.743055556,2926.618056,2922.878505,0.666666667,0.916666667,0.708333333,0.916666667,2313.375,2267.208333,3665.458333,3167.291667,2167.875,2270.909091,3774.941176,3088.409091,0.666666667,0.583333333,2928.3125,3509.285714,2721.625,3424.75,1.242945101,1.097574953,0.861454599,1.813721426,0.758950677,1.593422521,0.791666667,0.8125,0.666666667,0.916666667,0.708333333,0.916666667,0.333333333,0.416666667,17,8,2,3,1,3,0.47,0.6,0.346666667,0.73,0.388888889,0.541666667,0.333333333,0.6
7638,1,18,red1,0.92,4602,0.92,4602,0.8,4666,1,4221,0.93,4244,0.93,5278,0.615384615,0.65,3,0.868055556,3454.541667,3403.696,0.875,1,0.791666667,0.875,2377.708333,2234.833333,4673.625,4502.25,2418.095238,2234.833333,4793.736842,4433.47619,0.875,0.791666667,2646.285714,4278.421053,2611.583333,4327.25,2.684469925,1.779639368,2.300698761,3.187183512,1.624435603,1.962567182,0.9375,0.833333333,0.875,1,0.791666667,0.875,0.125,0.208333333,27,6,5,8,1,7,0.8,0.76,0.84,0.47,0.722222222,0.5,0.8,0.825
7676,2,20,yellow1,0.65,3690,0.65,3585,0.47,2837.29,0.67,4175.9,0.6,3768,0.87,3977,0.9,0.6,14,0.402777778,2378.861111,2430.982759,0.208333333,0.541666667,0.291666667,0.25,2118.583333,2808.666667,1545.041667,2486.125,1350.4,2792.461538,1481.857143,2344.666667,0.5,0.625,2437.166667,2950.4,2589.583333,2725.166667,-0.318639364,-0.291655246,-0.812217801,0.104633456,-0.229882919,-0.355850386,0.375,0.270833333,0.208333333,0.541666667,0.291666667,0.25,0.5,0.375,21,1,4,3,5,8,NA,NA,NA,0.07,0.111111111,0.291666667,0.066666667,0.65
7684,1,18,green2,0.7,3900,0.7,3900,0.6,4445,0.73,3899,0.67,3427,0.8,3829,0.384615385,0.65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,5,6,4,2,0.83,0.826666667,0.84,NA,0.388888889,NA,NA,NA
7749,1,18,yellow1,0.83,3242,0.83,3242,0.53,4620,1,3219,0.87,3079,0.93,2049,0.444444444,0.9,0,0.958333333,2607.402778,2607.355072,0.958333333,1,0.958333333,1,2103.791667,1945.708333,3390.541667,3232.25,2099.217391,1945.708333,3371.913043,3232.25,0.916666667,0.916666667,2152.181818,2834.545455,2118.375,2853.75,3.419828259,3.419828259,3.114658523,3.419828259,3.114658523,3.419828259,0.979166667,0.979166667,0.958333333,1,0.958333333,1,0.083333333,0.083333333,37,8,7,7,9,6,0.51,0.653333333,0.36,0.53,0.388888889,0.75,0.666666667,0.8
7756,2,19,blue2,0.97,3149,0.97,3149,0.87,3563,1,3234,1,2677.29,1,3120.67,0.19,0.75,0,0.826388889,1943.256944,1890.394958,0.875,0.875,1,0.958333333,2107.875,1894.458333,1689,1665.666667,2005.809524,1912,1689,1623.26087,0.791666667,0.458333333,2169.368421,2144.909091,2317.208333,1985.333333,1.962567182,1.932200676,1.962567182,1.962567182,1.932200676,1.627030941,0.875,0.979166667,0.875,0.875,1,0.958333333,0.208333333,0.541666667,21,3,3,6,4,5,0.61,0.72,0.506666667,0.53,0.777777778,0.625,0.6,0.7
7790,1,23,red2,0.78,4641,0.78,4764,0.67,4788,0.8,4164,0.67,5203.8,1,4408.53,0.77,0.65,2,0.673611111,5069.368056,5112.690722,0.666666667,0.916666667,0.75,1,5636.833333,5140.333333,5749.958333,4503.958333,5556.5,5336.454545,6085.388889,4503.958333,0.375,0.333333333,3737.666667,4794.25,4491.875,4893.25,0.493578438,0.719622081,0.112087935,1.064354763,0.243762451,1.606106832,0.791666667,0.875,0.666666667,0.916666667,0.75,1,0.625,0.666666667,19,3,3,6,1,6,0.93,0.933333333,0.92,0.2,0.277777778,0.458333333,0.133333333,0.7
7860,1,23,green1,0.85,7922,0.85,7922,0.73,8553.18,0.87,7218.31,0.87,9062,0.93,6854,NA,NA,NA,0.909722222,3395.152778,3448.122137,0.958333333,1,1,1,2759.041667,2894.541667,4078.166667,3727.041667,2776.304348,2894.541667,4078.166667,3727.041667,0.958333333,0.541666667,3364.130435,4129.230769,3477.416667,3434.708333,3.768498528,2.415624794,3.463328792,3.768498528,2.141467587,2.141467587,0.979166667,1,0.958333333,1,1,1,0.041666667,0.458333333,16,4,4,6,2,0,0.8,0.826666667,0.773333333,0.6,0.555555556,0.5,0.333333333,0.675
7861,2,20,green2,0.95,3362,0.95,3586,1,2807.64,0.93,3979.77,0.87,3751,1,2911,0.31,0.8,5,0.861111111,4376.555556,4339.395161,0.833333333,1,0.708333333,0.875,3305.083333,2746.583333,5183.625,5570.958333,3290.45,2746.583333,5441.411765,5555.809524,0.916666667,0.833333333,3679,5812.2,3616.5,5836.583333,2.765988254,1.779639368,2.350415693,3.419828259,1.515943849,2.117770946,0.916666667,0.791666667,0.833333333,1,0.708333333,0.875,0.083333333,0.166666667,16,2,2,7,2,3,0.82,0.853333333,0.786666667,0.6,0.555555556,0.5,0.733333333,0.8
7865,2,19,red2,0.75,3143,0.75,3143,0.6,2464,0.73,3259,0.73,3795.18,0.93,3054.57,0.54,0.85,3,0.638888889,2196.194444,2277.521739,0.75,0.708333333,0.75,0.666666667,2063.041667,2099.291667,2362.375,1817.5,2180.111111,2209.705882,2543.444444,2000.6875,0.625,0.333333333,2621,1952.125,2369.916667,2465.041667,0.928933974,0.117794983,0.993129114,0.867161647,0.243762451,0,0.729166667,0.708333333,0.75,0.708333333,0.75,0.666666667,0.375,0.666666667,19,8,1,7,3,0,0.65,0.573333333,0.733333333,0.4,0.5,0.416666667,0.333333333,0.65
7911,2,19,blue2,0.88,3329,0.88,3488,0.73,4322,0.93,2780,1,3191.5,0.87,3021.54,0.43,0.65,1,0.888888889,3518.395833,3392.570313,0.958333333,0.916666667,0.791666667,1,2263.916667,2474.5,4841.291667,4595.333333,2257.391304,2457.590909,4634.421053,4595.333333,0.916666667,0.75,2569.636364,4077.111111,2585.166667,4350.166667,2.917114671,1.932651311,3.114658523,2.765988254,1.486707552,2.711323882,0.9375,0.895833333,0.958333333,0.916666667,0.791666667,1,0.083333333,0.25,17,6,0,7,2,2,0.69,0.706666667,0.68,0.6,0.388888889,0.333333333,0.466666667,0.725
7923,1,24,red1,0.67,3191,0.67,3191,0.47,2821,0.73,3332,0.67,3169,0.8,3440,0.642857143,0.7,3,0.798611111,4992.8125,4859.234783,0.833333333,0.958333333,0.833333333,1,4441.958333,3346.416667,6117.708333,5495.916667,4261.25,3291.434783,6305.8,5495.916667,0.75,0.416666667,4358.777778,6140.8,4228,6326.875,1.932651311,1.172565733,1.641911316,2.406154146,0.756993172,1.826405737,0.895833333,0.916666667,0.833333333,0.958333333,0.833333333,1,0.25,0.583333333,26,4,6,8,6,2,0.59,0.733333333,0.44,0.47,0.277777778,0.125,0.133333333,0.5
7986,2,19,red2,0.85,4772,0.85,4885,0.67,5189,0.87,5380,1,4008.86,0.87,4508.31,0.32,0.75,2,0.923611111,4054.125,3928.045113,0.958333333,1,0.833333333,1,3396.083333,3149.458333,5390.291667,4607.458333,3248.304348,3149.458333,5345.35,4607.458333,0.916666667,0.833333333,3276.818182,4127.8,3377.625,4403.833333,3.419828259,2.350415693,3.114658523,3.419828259,1.934843132,3.004255698,0.979166667,0.916666667,0.958333333,1,0.833333333,1,0.083333333,0.166666667,18,7,3,6,1,1,0.81,0.786666667,0.84,0.67,0.722222222,0.75,0.6,0.75
8086,2,28,green1,0.7,2526,0.7,2582,0.47,3239.29,0.8,2402.58,0.53,2121,1,2340,0.64,0.7,1,0.611111111,3685.666667,3805.034091,0.583333333,0.916666667,0.458333333,0.833333333,3426.833333,3315.375,4292.125,3931.875,4140.714286,3453.545455,4598.454545,3828.2,0.541666667,0.333333333,2935.230769,4448.75,2970.5,4177.291667,0.779123206,-0.056631889,0.31506185,1.487627583,-0.535360755,0.536694267,0.75,0.645833333,0.583333333,0.916666667,0.458333333,0.833333333,0.458333333,0.666666667,8,4,1,1,1,1,0.19,0.106666667,0.266666667,0.27,0.277777778,0.333333333,0.2,0.4
8107,1,37,green2,0.92,4096,0.92,4298,0.87,3759.17,0.93,4405.79,0.87,4002,1,4216,0.7,0.45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,7,1,2,3,3,NA,NA,NA,NA,0.388888889,NA,NA,NA
8123,1,19,blue1,0.87,3540,0.87,3540,0.8,3979,0.93,3896,0.87,3467,0.87,2816,0.125,0.8,0,0.902777778,2680.638889,2652.869231,0.958333333,0.958333333,0.916666667,0.875,1776.083333,1885.833333,3738.791667,3193.666667,1767.26087,1878.391304,3717.136364,3208.142857,0.875,0.833333333,2109.047619,3379.25,2047.333333,3442.125,2.882013776,2.225583127,2.882013776,2.882013776,2.350415693,2.117770946,0.958333333,0.895833333,0.958333333,0.958333333,0.916666667,0.875,0.125,0.166666667,17,5,3,6,1,2,0.98,0.973333333,0.986666667,0.67,0.666666667,0.708333333,0.666666667,0.825
8210,2,19,blue1,0.8,3798,0.8,4156,0.6,5337,0.8,3315,0.8,3796.67,1,2741.29,0.4,0.5,0,0.833333333,4787.694444,4567.341667,1,0.833333333,0.791666667,0.875,3821.208333,4061.041667,6259.541667,5900.458333,3821.208333,3860.25,6320.052632,5694.047619,0.791666667,0.708333333,3046.736842,4801.352941,3149.333333,5534.583333,2.195211929,1.515943849,2.849051933,1.779639368,1.360740084,1.698871663,0.916666667,0.833333333,1,0.833333333,0.791666667,0.875,0.208333333,0.291666667,13,4,0,4,4,1,0.58,0.546666667,0.613333333,0.47,0.388888889,0.416666667,0.333333333,0.55
8229,1,18,yellow1,0.95,4341,0.95,4341,0.8,5154.58,1,4329.47,1,3987,1,3894,0.5,0.8,0,0.9375,3543.291667,3529.644444,0.958333333,1,0.958333333,0.916666667,2690.041667,2513.958333,4169.458333,4961.041667,2748.521739,2513.958333,4165.869565,4985.136364,0.875,0.916666667,3020.285714,3819.863636,3067,3858.25,3.187183512,2.917114671,2.882013776,3.187183512,3.114658523,2.765988254,0.979166667,0.9375,0.958333333,1,0.958333333,0.916666667,0.125,0.083333333,21,7,6,4,1,3,0.85,0.88,0.813333333,0.33,0.722222222,0.416666667,0.4,0.75
8263,2,19,blue2,0.95,4143,0.95,4270,1,4984,0.93,3579,0.87,4905.08,1,3104.5,0.63,0.8,6,0.840277778,4018.305556,3879.46281,0.875,0.958333333,0.916666667,0.875,3176.333333,2614.666667,4474.583333,4997.25,2826.52381,2663.086957,4555.181818,4923.333333,0.791666667,0.625,3548.421053,5185.533333,3783.666667,5063.333333,2.195211929,1.576800925,1.962567182,2.543882198,1.701633491,1.468988744,0.916666667,0.895833333,0.875,0.958333333,0.916666667,0.875,0.208333333,0.375,17,2,4,5,3,3,0.81,0.773333333,0.84,0.67,0.222222222,0.666666667,0.666666667,0.85
8313,2,21,blue2,0.92,3523,0.92,3618,0.93,4121,0.8,3411,1,3187.8,0.93,3372.31,0.38,0.65,2,0.902777778,2839.826389,2813.846154,0.916666667,0.958333333,0.916666667,0.958333333,2149.958333,2070.583333,4034.291667,3557.25,2125.409091,2065.130435,4118.454545,3499.217391,0.875,0.791666667,2151.619048,2909,2160.416667,3066.458333,2.684469925,2.346338346,2.533343507,2.882013776,2.195211929,2.543882198,0.9375,0.9375,0.916666667,0.958333333,0.916666667,0.958333333,0.125,0.208333333,21,4,3,6,1,7,0.91,0.826666667,1,0.6,0.777777778,0.666666667,0.466666667,0.75
8367,2,18,yellow1,0.97,4387,0.97,4915,0.93,4695.58,1,3989.57,1,4149,0.93,4712,0.22,0.8,0,0.861111111,4601.923611,4529.572581,0.875,0.916666667,0.875,0.916666667,3644,3320.208333,6027.833333,5608.958333,3755.380952,3308.227273,6062.714286,5765.045455,0.791666667,0.791666667,3558.368421,4645.578947,4001.541667,5009,2.070379363,2.070379363,1.962567182,2.195211929,1.962567182,2.195211929,0.895833333,0.895833333,0.875,0.916666667,0.875,0.916666667,0.208333333,0.208333333,22,4,3,8,2,5,0.73,0.746666667,0.72,0.67,0.666666667,0.666666667,0.733333333,0.8
8386,2,18,blue2,0.93,2816,0.93,3004,0.87,3444,1,2897,0.93,2539.93,0.93,2381.85,0.22,0.7,2,0.930555556,3328.791667,3252.485075,1,0.958333333,0.875,1,2369.541667,2516.625,4322.333333,4265.208333,2369.541667,2547.521739,4152.142857,4265.208333,0.916666667,0.833333333,2514.636364,3774.45,2577.75,3921.291667,3.419828259,2.50154211,3.419828259,3.114658523,2.117770946,3.004255698,0.979166667,0.9375,1,0.958333333,0.875,1,0.083333333,0.166666667,13,7,2,3,0,1,0.91,0.986666667,0.826666667,0.4,0.5,0.708333333,0.533333333,0.75
8394,2,30,blue2,0.65,5720,0.65,5720,0.4,7727,0.73,4288,0.6,5888.78,0.87,4977.92,0.45,0.45,2,0.611111111,1359.118056,1365.045455,0.75,0.916666667,0.791666667,0.875,1367.875,1224.541667,1712.541667,1305.625,1214.166667,1238.909091,1599,1318.857143,0.166666667,0.166666667,1373.5,1860.5,1243.416667,1300.708333,0,0,-0.292931816,0.415572561,-0.155203765,0.182927814,0.833333333,0.833333333,0.75,0.916666667,0.791666667,0.875,0.833333333,0.833333333,22,3,2,9,5,3,0.17,0.24,0.106666667,0.33,0.222222222,0.458333333,0.266666667,0.525
8401,1,29,green1,0.88,2792,0.88,2792,0.73,3238.27,0.93,3229.29,0.87,2481,1,2221,0.34,0.85,13,0.784722222,3005.631944,2954.725664,0.916666667,0.833333333,0.875,0.75,2676.083333,2295.541667,3854.458333,3560.708333,2644.727273,2265.2,3942.428571,3673.722222,0.75,0.583333333,2237,2943.714286,2475.083333,3171.916667,1.824839131,1.097574953,2.057483877,1.641911316,1.360777775,0.884918144,0.875,0.8125,0.916666667,0.833333333,0.875,0.75,0.25,0.416666667,24,2,6,6,6,4,0.71,0.72,0.706666667,0.6,0.388888889,0.625,0.6,0.875
8473,1,23,red1,0.75,7133,0.75,7133,0.67,7748,0.6,7542,0.73,5752,1,7489,0.3,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,3,10,5,4,0.63,0.786666667,0.466666667,NA,0,NA,NA,NA
8484,1,19,green2,0.88,2339,0.88,2339,0.93,2666,0.8,2273.33,0.87,2536,0.93,1879,0.34,0.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,1,5,3,4,0.99,0.973333333,1,0.8,0.555555556,0.666666667,0.933333333,0.9
8524,2,18,blue1,0.8,2500,0.8,2500,0.33,2214,1,2633,0.93,2521.93,0.93,2629.21,0.4,1,1,0.881944444,2668.1875,2605.811024,0.958333333,0.958333333,0.916666667,0.75,2082.708333,1838.875,3995.791667,3590.75,2096.73913,1860.956522,3813.409091,3888.777778,0.875,0.833333333,1749.714286,2463.7,1769.166667,2731.833333,2.882013776,1.934843132,2.882013776,2.882013776,2.350415693,1.641911316,0.958333333,0.833333333,0.958333333,0.958333333,0.916666667,0.75,0.125,0.166666667,20,7,3,8,1,1,0.8,0.76,0.84,0.8,0.388888889,0.416666667,0.6,0.675
8525,2,26,red2,0.85,4892,0.85,4892,0.87,4512,0.73,5244,0.87,5394.38,0.93,4418.43,0.63,0.55,4,0.868055556,4781.201389,4624.184,0.958333333,0.958333333,0.875,0.916666667,3678.333333,3664.208333,6140.416667,5883.791667,3666.217391,3449.347826,6334.571429,5812.409091,0.791666667,0.708333333,3683.263158,4910.823529,4040.375,5280.083333,2.543882198,1.806683844,2.543882198,2.543882198,1.698871663,1.93151641,0.958333333,0.895833333,0.958333333,0.958333333,0.875,0.916666667,0.208333333,0.291666667,21,3,5,5,2,6,0.39,0.346666667,0.44,0.6,0.5,0.583333333,0.866666667,0.9
8595,2,18,red1,0.93,5966,0.93,6104,0.93,6467,1,5559,0.8,5616.92,1,6223.47,0.77,0.65,4,0.486111111,1688.368056,1531.042857,0.625,0.583333333,0.458333333,0.375,1200.916667,1730.375,2421.666667,2089,744.5333333,1174.928571,2476,1838.888889,0.458333333,0.416666667,2008.545455,1367.6,1178.083333,1510.166667,0.159513521,-0.420856788,0.214005908,0.105794939,-0.31506185,-0.529067758,0.604166667,0.416666667,0.625,0.583333333,0.458333333,0.375,0.541666667,0.583333333,21,9,2,6,3,1,0.48,0.733333333,0.226666667,0.4,0,0.583333333,0.4,0.65
8598,1,19,red2,0.9,6803,0.9,6803,0.67,6742,1,7051,1,6767,0.93,6652,0.5,0.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,3,6,4,6,0.89,0.88,0.893333333,NA,0.5,NA,NA,NA
8725,1,19,yellow2,0.95,4295,0.95,4295,0.93,4702,0.93,4516,0.93,4269,1,3693,0.166666667,0.6,1,0.902777778,3831.506944,3835.738462,0.875,1,0.833333333,0.916666667,2345.833333,2498.541667,5330.083333,4499.166667,2329.52381,2498.541667,5360.95,4593.818182,0.916666667,0.875,3588.954545,4881.952381,3441.5,4873.916667,2.917114671,2.300698761,2.533343507,3.419828259,2.117770946,2.533343507,0.9375,0.875,0.875,1,0.833333333,0.916666667,0.083333333,0.125,10,3,3,2,1,1,0.92,0.96,0.88,0.6,0.666666667,0.541666667,0.666666667,0.8
8793,1,21,red2,0.87,3129,0.87,3129,0.8,3182,0.87,3699,0.8,2961,1,2674,0.375,0.8,3,0.923611111,4685.75,4551.421053,1,0.958333333,0.916666667,0.958333333,3234.041667,3216.5,6223.625,5944.541667,3234.041667,3205.217391,5997,5820.956522,0.875,0.833333333,3598.190476,5631.2,3594.125,5901.666667,3.187183512,2.50154211,3.187183512,2.882013776,2.350415693,2.699085962,0.979166667,0.9375,1,0.958333333,0.916666667,0.958333333,0.125,0.166666667,11,2,1,4,3,1,0.71,0.706666667,0.706666667,0.47,0.555555556,0.583333333,0.6,0.75
